title,genre_1_name,vote_average,vote_count,popularity,release_year
The Sleeping Beauty,Fantasy,3.0,5.0,0.666491,2010
Almighty Thor,Action,2.3,15.0,1.255939,2011
The Smurfs,Animation,5.5,1201.0,10.219758,2011
Dylan Dog: Dead of Night,Action,4.5,142.0,12.763976,2011
Friends with Benefits,Romance,6.5,2306.0,10.009007,2011
3 Backyards,Drama,4.8,4.0,0.481907,2010
Small Town Murder Songs,Thriller,5.0,17.0,1.226856,2010
Paper Birds,Drama,6.1,12.0,0.952196,2010
Waking Madison,Drama,5.4,13.0,0.900425,2011
The Possession of David O'Reilly,Horror,4.4,9.0,0.630731,2010
Alpha and Omega,Family,5.3,125.0,8.16645,2010
Blitz,Crime,6.0,496.0,9.491865,2011
Mysteries of Lisbon,Mystery,6.9,24.0,3.115988,2010
FRED: The Movie,Comedy,3.5,34.0,2.483323,2010
La nostra vita,Drama,6.0,42.0,3.4068,2010
Come Undone,Comedy,5.6,28.0,2.08337,2010
Our Idiot Brother,Comedy,5.9,369.0,5.918193,2011
A Letter to Elia,Documentary,7.8,4.0,0.49715,2010
Twixt,Horror,5.0,86.0,3.836293,2011
Princess Kaiulani,Drama,4.8,14.0,1.818296,2010
Death Race 2,Action,5.5,323.0,11.086032,2010
Cyberbully,Drama,6.4,202.0,5.044201,2011
Beats Rhymes & Life: The Travels of A Tribe Called Quest,Music,7.3,15.0,0.838919,2011
Wandering Streams,Comedy,6.1,7.0,0.771145,2010
West Is West,Comedy,6.3,15.0,0.749665,2010
Rise of the Planet of the Apes,Thriller,7.0,4452.0,41.613762,2011
Terri,Comedy,6.6,44.0,2.69722,2011
The Change-Up,Comedy,5.9,753.0,6.906145,2011
The Help,Drama,7.9,1966.0,7.486118,2011
30 Minutes or Less,Action,5.6,537.0,9.763493,2011
Glee: The Concert Movie,Documentary,6.9,81.0,9.202416,2011
An Invisible Sign,Family,5.3,39.0,2.23481,2010
My Afternoons with Margueritte,Drama,7.2,59.0,4.730143,2010
Final Destination 5,Horror,5.9,892.0,12.912491,2011
The Conspirator,Crime,6.2,138.0,5.481452,2010
A Very Harold & Kumar Christmas,Comedy,6.0,335.0,10.724679,2011
Loose Cannons,Comedy,7.1,122.0,5.633243,2010
Spy Kids: All the Time in the World,Family,4.4,228.0,9.580214,2011
Don't Be Afraid of the Dark,Fantasy,5.4,347.0,8.67817,2010
Fright Night,Horror,6.0,617.0,9.665251,2011
Another Earth,Drama,6.8,535.0,8.957372,2011
Hesher,Drama,6.7,218.0,5.886972,2010
Stake Land,Drama,6.2,290.0,7.814255,2010
The Greatest Movie Ever Sold,Comedy,6.3,89.0,4.39817,2011
Colombiana,Action,6.5,848.0,8.062578,2011
Bill Cunningham New York,Documentary,7.9,31.0,1.172363,2010
Freakonomics,Documentary,6.7,36.0,2.444847,2010
The Skin I Live In,Drama,7.4,797.0,9.782542,2011
Backlight,Drama,6.8,12.0,1.072862,2010
Shadows & Lies,Drama,4.8,7.0,1.408602,2010
Good Neighbours,Thriller,6.0,32.0,8.90645,2011
Conan the Barbarian,Adventure,5.2,612.0,10.949076,2011
Dead Awake,Fantasy,4.3,12.0,1.058119,2010
Prom,Comedy,5.7,139.0,6.167646,2011
Waiting for Forever,Drama,5.7,122.0,9.679653,2010
Project Nim,Documentary,6.8,52.0,9.765195,2011
Birdemic: Shock and Terror,Horror,2.1,69.0,2.52968,2010
Page Eight,Mystery,6.8,63.0,5.38902,2011
The Inbetweeners Movie,Comedy,6.2,341.0,5.747681,2011
The Future,Comedy,5.8,28.0,1.61744,2011
Love Ranch,Drama,6.0,21.0,4.753132,2010
The Interrupters,Documentary,5.7,12.0,0.904932,2011
Red State,Horror,5.9,321.0,6.340655,2011
A Better Life,Drama,7.0,54.0,3.033797,2011
Ceremony,Comedy,5.2,20.0,4.186599,2010
Sympathy for Delicious,Drama,6.5,10.0,7.058832,2011
Wrecked,Thriller,5.2,104.0,5.053905,2010
Pearl Jam: Twenty,Documentary,8.1,35.0,2.649185,2011
I Don't Know How She Does It,Romance,5.0,142.0,6.562982,2011
Shark Night,Horror,4.9,134.0,6.062425,2011
Beautiful Lies,Comedy,5.8,48.0,3.405305,2010
Contagion,Drama,6.2,1351.0,8.244359,2011
We Have a Pope,Drama,6.7,109.0,7.235656,2011
Sleeping Beauty,Drama,5.3,186.0,5.356167,2011
Straw Dogs,Drama,5.5,147.0,8.048422,2011
Moneyball,Drama,7.0,1409.0,15.785663,2011
William S. Burroughs: A Man Within,Documentary,6.2,5.0,0.687732,2010
"Fat, Sick & Nearly Dead",Documentary,7.1,49.0,2.255345,2010
Le Havre,Drama,6.8,98.0,11.395112,2011
X,Action,5.5,39.0,5.257968,2010
Zindagi Na Milegi Dobara,Drama,7.6,83.0,8.475505,2011
Restless,Drama,6.3,156.0,6.140556,2011
Neds,Drama,6.7,44.0,3.668167,2010
Phineas and Ferb the Movie: Across the 2nd Dimension,Animation,6.6,107.0,5.506221,2011
Russell Peters: The Green Card Tour,Comedy,6.7,8.0,0.626616,2011
Black Butterflies,Drama,6.0,11.0,0.721192,2011
Bereavement,Crime,5.2,46.0,5.319254,2010
The Avengers,Science Fiction,7.4,12000.0,89.887648,2012
Tinker Tailor Soldier Spy,Drama,6.6,856.0,7.728737,2011
A Dangerous Method,Drama,6.2,589.0,9.865944,2011
Warrior,Action,7.7,1297.0,13.121626,2011
Littlerock,Drama,7.0,4.0,0.288557,2010
Sherlock Holmes,Fantasy,5.5,41.0,2.719197,2010
The Ides of March,Drama,6.5,924.0,6.82647,2011
Killer Elite,Action,6.1,703.0,8.046632,2011
The Nature of Existence,Documentary,4.5,2.0,0.081143,2010
Bellflower,Action,6.4,54.0,7.759376,2011
50/50,Comedy,7.0,1287.0,11.869481,2011
The Artist,Drama,7.3,1075.0,11.440948,2011
Superheroes,Documentary,6.7,19.0,1.516749,2011
Blinky™,Horror,6.7,34.0,1.750012,2011
Enthiran,Action,6.5,46.0,4.330396,2010
Circumstance,Drama,7.4,24.0,1.349971,2011
Ticking Clock,Action,4.8,18.0,1.819803,2011
Ghost from the Machine,Thriller,3.5,6.0,0.512435,2010
Take Shelter,Thriller,7.1,479.0,5.59686,2011
The Myth of the American Sleepover,Romance,6.4,29.0,9.256321,2010
Road to Nowhere,Mystery,5.0,18.0,1.744659,2011
The Music Never Stopped,Drama,7.3,42.0,13.504065,2011
Le jeu de la mort,Documentary,6.8,7.0,0.322974,2010
No Rest for the Wicked,Thriller,5.6,27.0,1.87646,2011
The Presence,Drama,4.3,29.0,2.086145,2010
The Caller,Horror,6.0,82.0,5.812898,2011
Captain Thunder,Adventure,3.6,7.0,0.892609,2011
Real Steel,Action,6.6,2749.0,19.265552,2011
Buck,Documentary,7.7,15.0,2.564695,2011
Hell,Horror,5.7,76.0,4.778934,2011
Father of Invention,Comedy,5.2,48.0,3.688516,2010
Catching Hell,Documentary,6.6,9.0,0.331212,2011
Footloose,Drama,6.4,438.0,6.162257,2011
The Thing,Horror,6.0,876.0,10.169411,2011
Lemmy,Documentary,7.5,34.0,2.561829,2010
Beautiful Boy,Drama,6.1,29.0,2.114833,2010
Tyrannosaur,Drama,7.3,124.0,4.548774,2011
Martha Marcy May Marlene,Drama,6.7,278.0,7.665011,2011
We Need to Talk About Kevin,Drama,7.4,687.0,5.325574,2011
Tabloid,Documentary,6.3,44.0,1.640733,2010
The River Murders,Thriller,5.1,27.0,9.097032,2011
The Three Musketeers,Adventure,5.6,945.0,6.303466,2011
In Time,Action,6.7,3512.0,10.324613,2011
Oranges and Sunshine,Drama,7.3,34.0,5.829953,2010
Brighton Rock,Drama,5.6,36.0,2.566211,2010
Burning Palms,Comedy,5.5,22.0,1.165191,2010
Margaret,Drama,6.1,86.0,5.113573,2011
Carnage,Comedy,7.0,760.0,8.844835,2011
Assassination Games,Drama,5.9,93.0,11.050266,2011
Margin Call,Thriller,6.7,531.0,8.340757,2011
Paranormal Activity 3,Horror,5.9,685.0,10.996308,2011
Puncture,Drama,6.5,119.0,4.363087,2011
A Little Bit of Heaven,Comedy,6.2,205.0,7.174869,2011
Abduction,Thriller,5.6,987.0,10.512109,2011
This Must Be the Place,Drama,6.7,275.0,10.710831,2011
Shame,Drama,7.0,897.0,11.72049,2011
A Screaming Man,War,5.0,9.0,0.62543,2010
What's Your Number?,Comedy,6.2,689.0,6.958086,2011
Dream House,Drama,5.8,401.0,9.995617,2011
Batman: Year One,Action,7.1,255.0,5.031094,2011
Miss Representation,Documentary,7.7,19.0,1.298666,2011
Answer This!,Comedy,4.8,6.0,0.597181,2011
Anonymous,Drama,6.3,291.0,13.413895,2011
Mr. Nice,Comedy,6.0,52.0,2.611337,2010
The Veteran,Action,5.8,50.0,2.482198,2011
Tower Heist,Action,5.8,945.0,7.762917,2011
J. Edgar,Drama,6.0,766.0,9.529382,2011
The Double,Action,5.8,226.0,5.498819,2011
The Adventures of Tintin,Adventure,6.7,2095.0,19.201504,2011
The Son of No One,Drama,4.8,93.0,11.314303,2011
The Minister,Drama,5.7,32.0,2.136651,2011
Tomboy,Drama,7.2,181.0,12.892982,2011
Pompeii: The Mystery of the People Frozen in Time,Documentary,4.5,2.0,0.130692,2013
George Harrison: Living in the Material World,Music,7.8,39.0,3.117495,2011
Hugo,Adventure,7.0,2197.0,14.046164,2011
Trespass,Crime,5.4,333.0,9.540381,2011
Jack and Jill,Comedy,4.0,619.0,6.620033,2011
The Devil's Double,Drama,6.5,208.0,6.681211,2011
Setup,Action,4.7,150.0,4.850968,2011
House of Tolerance,Drama,6.7,60.0,3.604863,2011
The Deep Blue Sea,Drama,5.8,82.0,3.674758,2011
11-11-11,Horror,4.3,77.0,3.99161,2011
Into the Abyss,Documentary,7.2,80.0,3.551127,2011
I Want to Be a Soldier,Drama,6.8,10.0,0.626486,2010
Another Happy Day,Comedy,6.2,37.0,3.496577,2011
Shaolin,Action,6.5,102.0,5.311245,2011
Wuthering Heights,Drama,6.0,75.0,5.276685,2011
LennoNYC,Documentary,7.3,3.0,1.012072,2010
The River Why,Drama,5.7,20.0,1.421703,2010
Cherry,Comedy,6.5,33.0,1.62383,2011
The Descendants,Comedy,6.7,956.0,11.794753,2011
Like Crazy,Drama,6.5,386.0,8.002786,2011
The Muppets,Comedy,6.5,509.0,10.214369,2011
The Twilight Saga: Breaking Dawn - Part 1,Adventure,5.8,2622.0,25.9725,2011
The Rum Diary,Drama,5.6,391.0,10.110504,2011
My Week with Marilyn,Drama,6.6,418.0,12.203066,2011
Weekend,Drama,7.5,164.0,4.727171,2011
"Lebanon, Pa.",Drama,4.9,4.0,0.833131,2011
Living Will...,Comedy,4.7,5.0,0.236172,2011
Singham,Drama,7.0,33.0,2.07741,2011
Bunraku,Thriller,5.9,111.0,6.475676,2010
Sarah's Key,Drama,7.2,200.0,6.091224,2010
The Tree,Drama,6.7,36.0,2.288156,2010
The Sitter,Comedy,5.4,330.0,13.105682,2011
Extremely Loud & Incredibly Close,Drama,6.9,726.0,7.82605,2011
Sing Your Song,Documentary,7.5,4.0,0.216307,2012
Rampart,Crime,5.3,135.0,5.874878,2011
Happy Feet Two,Animation,5.8,381.0,9.141045,2011
Arthur Christmas,Drama,6.7,340.0,8.453796,2011
Miss Bala,Drama,6.2,34.0,2.477698,2011
The Perfect Game,Drama,6.3,31.0,1.830829,2010
Elephant White,Action,5.1,67.0,6.459079,2011
Violet & Daisy,Thriller,6.2,86.0,5.927924,2011
Flypaper,Mystery,6.2,261.0,8.132748,2011
Bullet to the Head,Action,5.2,490.0,8.26008,2013
The Expendables 2,Action,6.1,2940.0,14.881566,2012
Sharktopus,Horror,4.7,46.0,2.429777,2010
The Hunger Games,Science Fiction,6.9,9634.0,20.031667,2012
Womb,Romance,5.9,95.0,7.279917,2010
The Dark Knight Rises,Action,7.6,9263.0,20.58258,2012
The Bourne Legacy,Action,6.0,2683.0,14.89499,2012
I Melt with You,Drama,5.5,26.0,7.587509,2011
Sherlock Holmes: A Game of Shadows,Adventure,7.0,3971.0,18.695329,2011
Life in a Day,Documentary,7.3,84.0,4.955542,2011
Coriolanus,Drama,5.9,133.0,6.914615,2011
Americano,Drama,5.0,19.0,1.616837,2011
Outside Satan,Drama,7.3,20.0,2.255865,2011
The Student,Foreign,6.8,4.0,0.713885,2011
Shit Year,Drama,5.0,1.0,0.069073,2010
Young Adult,Comedy,5.6,368.0,6.142913,2011
Faces in the Crowd,Thriller,5.8,154.0,12.463435,2011
New Year's Eve,Comedy,5.7,744.0,6.948818,2011
Mission: Impossible - Ghost Protocol,Action,6.8,4026.0,14.25843,2011
We Bought a Zoo,Drama,6.5,928.0,10.563152,2011
The Girl with the Dragon Tattoo,Thriller,7.2,2479.0,8.907829,2011
The Darkest Hour,Horror,4.8,474.0,8.127392,2011
Picture Me,Documentary,7.3,3.0,0.535931,2010
Alvin and the Chipmunks: Chipwrecked,Comedy,5.4,499.0,8.066393,2011
Albert Nobbs,Drama,6.2,136.0,5.379039,2011
Julia's Eyes,Horror,6.7,214.0,5.020398,2010
Salvation Boulevard,Comedy,5.6,28.0,3.033375,2011
Friends with Kids,Comedy,5.7,175.0,7.907571,2011
Intruders,Horror,5.2,164.0,9.734012,2011
Brutal Beauty: Tales of the Rose City Rollers,Documentary,4.0,2.0,0.076471,2010
The Last Lions,Documentary,7.2,16.0,5.37272,2011
Territories,Thriller,5.4,23.0,1.126036,2010
Girl Walks Into a Bar,Comedy,5.1,30.0,9.586854,2011
Bringing Up Bobby,Comedy,5.1,16.0,1.239118,2011
Pariah,Drama,7.0,33.0,2.939603,2011
Kung Fu Panda Holiday,Animation,6.5,53.0,10.749145,2010
The Devil Inside,Thriller,4.6,263.0,5.747675,2012
Born To Race,Action,5.5,41.0,6.483418,2011
Roadie,Drama,6.1,9.0,1.475596,2011
Contraband,Thriller,6.1,777.0,10.595067,2012
Beneath the Darkness,Thriller,4.8,45.0,2.803973,2011
Being Elmo: A Puppeteer's Journey,Documentary,7.4,62.0,6.94881,2011
Joyful Noise,Comedy,6.7,33.0,3.448826,2012
Dolphin Tale,Drama,6.6,166.0,6.695229,2011
Chico & Rita,Animation,6.5,44.0,2.099105,2010
The Iron Lady,History,6.2,540.0,7.421245,2011
The Conquest,Comedy,5.6,36.0,2.07181,2011
Mad Bastards,Drama,6.3,2.0,0.13518,2010
Nostalgia for the Light,Drama,7.8,32.0,1.529266,2010
Top Floor Left Wing,Drama,7.0,2.0,0.227788,2010
Albatross,Drama,6.1,31.0,3.344002,2011
Loosies,Comedy,5.8,40.0,4.54588,2012
The Mill and the Cross,Drama,6.4,24.0,3.768353,2011
Cat Run,Action,6.0,45.0,7.695889,2011
The Divide,Horror,5.7,198.0,7.406609,2011
Underworld: Awakening,Fantasy,6.1,1885.0,12.345348,2012
The Grey,Action,6.4,1476.0,14.31675,2012
Man on a Ledge,Action,6.2,936.0,10.528173,2012
White Irish Drinkers,Drama,6.3,10.0,0.660746,2011
Haywire,Action,5.6,508.0,9.574817,2011
Case départ,Comedy,5.9,122.0,4.075222,2011
The Whistleblower,Drama,6.6,157.0,12.510849,2010
The Human Centipede 2 (Full Sequence),Drama,4.5,326.0,16.257143,2011
My Future Boyfriend,Comedy,4.6,21.0,1.357201,2011
The Loneliest Planet,Drama,5.8,19.0,1.72815,2011
Policeman,Drama,5.7,10.0,0.697833,2011
"Turn Me On, Dammit!",Drama,6.4,64.0,11.937301,2011
Post Mortem,Thriller,6.2,12.0,0.762202,2010
Crazy Horse,Documentary,7.4,4.0,0.488944,2011
Seeking Justice,Action,5.8,314.0,10.250997,2011
Red Tails,Drama,5.9,180.0,7.145835,2012
Thunder Soul,Documentary,8.4,4.0,0.779376,2010
The Intouchables,Drama,8.2,5410.0,16.086919,2011
Declaration of War,Drama,7.0,66.0,4.766939,2011
One for the Money,Action,5.3,392.0,6.322435,2012
The Innkeepers,Horror,5.4,223.0,8.560726,2011
Big Miracle,Adventure,6.6,153.0,6.159379,2012
Collision Earth,Action,6.0,11.0,1.135123,2011
Cameraman: The Life and Work of Jack Cardiff,Documentary,7.4,9.0,0.887268,2010
Grave Encounters,Thriller,6.2,385.0,5.324419,2011
Chronicle,Science Fiction,6.6,1965.0,12.47441,2012
The Woman in Black,Drama,6.1,1237.0,8.896679,2012
Toast,Drama,6.3,72.0,4.456701,2010
The Art of Getting By,Drama,6.4,430.0,5.24456,2011
The Human Resources Manager,Comedy,7.2,6.0,0.631271,2011
Bucky Larson: Born to Be a Star,Comedy,4.4,51.0,3.640776,2011
The Monk,Thriller,5.8,32.0,8.888718,2011
All Watched Over by Machines of Loving Grace,Documentary,8.1,10.0,0.636167,2011
Third Star,Drama,7.5,47.0,2.380795,2010
"Dylan Moran: Yeah, Yeah",Comedy,7.5,9.0,0.881995,2011
Safe House,Action,6.3,1361.0,8.338675,2012
The Vow,Drama,7.0,1328.0,9.524298,2012
Swamp Shark,TV Movie,4.3,28.0,6.218698,2011
Louis C.K.: Live at the Beacon Theater,Comedy,8.1,80.0,4.297654,2011
As Luck Would Have It,Drama,5.8,19.0,1.293108,2011
The Black Power Mixtape 1967-1975,Documentary,7.7,6.0,0.385288,2011
Monsieur Lazhar,Drama,6.6,82.0,8.811218,2011
"For a Good Time, Call...",Comedy,5.8,111.0,10.378756,2012
Janie Jones,Drama,6.2,13.0,1.363957,2010
Journey 2: The Mysterious Island,Adventure,5.8,1050.0,9.46307,2012
The Shrine,Horror,5.8,81.0,16.544322,2010
Fake,Thriller,5.0,3.0,1.243187,2010
Tim and Eric's Billion Dollar Movie,Comedy,5.2,35.0,1.870115,2012
When Love Is Not Enough: The Lois Wilson Story,Drama,4.4,5.0,1.25742,2010
Oka!,Drama,2.5,2.0,0.509306,2011
Bombay Beach,Documentary,6.5,7.0,0.274196,2011
Smokin' Aces 2: Assassins' Ball,Action,5.4,88.0,6.102148,2010
Plans for Tomorrow,Drama,5.0,1.0,0.051972,2010
We Were Here,Documentary,7.6,16.0,1.235847,2011
The Hunter,Drama,6.7,237.0,10.265386,2011
The Dead,Horror,5.8,65.0,3.298062,2010
Ghost Rider: Spirit of Vengeance,Action,4.7,1163.0,9.421301,2011
A Monster in Paris,Adventure,6.5,323.0,7.093805,2011
A Very Potter Sequel,Music,7.2,12.0,0.471348,2010
Miss Nobody,Crime,4.3,15.0,0.774843,2010
Retreat,Drama,5.5,83.0,4.774096,2011
October Baby,Drama,6.8,35.0,1.604527,2011
Bag of Bones,Drama,5.8,41.0,2.539238,2011
Mozart's Sister,Drama,6.2,13.0,1.122997,2010
Seven Days in Utopia,Drama,5.1,20.0,1.175587,2011
The Women on the 6th Floor,Comedy,6.6,90.0,3.653474,2010
Mega Shark vs. Crocosaurus,Action,2.7,39.0,7.006573,2010
Wrong Turn 4: Bloody Beginnings,Horror,5.2,221.0,10.039999,2011
Sleep Tight,Thriller,7.0,206.0,7.0713,2011
Arena,Action,5.0,90.0,9.965719,2011
Red Hill,Action,6.2,55.0,3.320135,2010
Another Woman's Life,Comedy,6.1,23.0,1.520283,2012
A Cat in Paris,Animation,6.5,68.0,3.40682,2010
Gone,Drama,5.9,346.0,9.384244,2012
Courageous,Drama,6.8,77.0,7.666558,2011
Project X,Comedy,6.5,1624.0,9.803023,2012
The Lorax,Animation,6.3,1048.0,7.689395,2012
The Big Year,Comedy,5.6,252.0,10.267905,2011
Act of Valor,Action,6.3,420.0,12.159818,2012
Undefeated,Documentary,7.9,24.0,2.095496,2011
This Means War,Action,5.9,1411.0,12.366641,2012
John Carter,Action,6.1,2170.0,14.670353,2012
Queen: Days of Our Lives,Documentary,6.7,13.0,2.129679,2011
The Art of Flight,Adventure,8.3,70.0,3.128824,2011
Starbuck,Comedy,6.8,165.0,5.79967,2011
Forks Over Knives,Documentary,7.0,46.0,3.089226,2011
Goon,Comedy,6.5,338.0,8.817924,2012
The Hidden Face,Thriller,7.3,213.0,9.412493,2011
In Gold We Trust,Adventure,5.2,14.0,0.919874,2010
Listen to Your Heart,Drama,7.5,38.0,2.984894,2010
The Awakening,Horror,6.3,470.0,9.336568,2011
The Round Up,Drama,7.5,325.0,6.951496,2010
Miral,Drama,5.1,15.0,4.435032,2010
Like Water,Documentary,6.4,16.0,0.621056,2011
Game Change,TV Movie,6.4,98.0,12.844171,2012
The Ledge,Drama,5.9,103.0,4.883085,2011
21 Jump Street,Action,6.7,4151.0,11.250764,2012
"Jeff, Who Lives at Home",Drama,6.1,220.0,5.872794,2011
Lockout,Action,5.8,722.0,8.772263,2012
A Lonely Place to Die,Adventure,6.2,160.0,6.780752,2011
Snowtown,Crime,6.3,107.0,5.322953,2011
Zero Bridge,Drama,5.0,1.0,0.042815,2011
Verbo,Fantasy,4.0,11.0,1.241674,2011
The Frankenstein Syndrome,Horror,4.9,20.0,2.219179,2010
Casa De Mi Padre,Comedy,5.5,104.0,5.00162,2012
Corman's World: Exploits of a Hollywood Rebel,Documentary,7.4,23.0,3.784339,2011
Damsels in Distress,Comedy,5.6,67.0,5.910385,2012
Salmon Fishing in the Yemen,Drama,6.3,325.0,6.753328,2011
Meeting Evil,Crime,4.7,59.0,3.554939,2012
Wrath of the Titans,Adventure,5.5,1459.0,7.739904,2012
Bending The Rules,Action,5.2,22.0,10.518,2012
Detachment,Drama,7.3,343.0,4.179477,2011
4:44 Last Day on Earth,Drama,4.4,48.0,7.716763,2011
Iron Sky,Action,5.6,563.0,19.561767,2012
Absentia,Mystery,5.8,121.0,4.54174,2011
There's Something Wrong with Aunt Diane,Documentary,6.7,22.0,1.03959,2011
American Reunion,Comedy,6.1,1641.0,8.10609,2012
The Cabin in the Woods,Horror,6.6,2314.0,14.811958,2012
Delicacy,Drama,6.5,138.0,5.96903,2011
God Bless America,Comedy,7.0,373.0,10.00161,2011
The Wayshower,Drama,0.0,0.0,0.328428,2011
Romantics Anonymous,Drama,6.4,148.0,10.243224,2010
The Day I Was Not Born,Drama,6.3,8.0,0.365128,2010
Café de Flore,Drama,6.8,60.0,11.102969,2011
L!fe Happens,Comedy,5.3,66.0,10.114319,2011
The Silent House,Drama,5.3,46.0,2.266539,2010
Silent House,Horror,5.2,125.0,10.239941,2011
The Three Stooges,Comedy,4.9,143.0,13.371056,2012
The Raven,Crime,6.1,432.0,7.254242,2012
The Ballad of Nessie,Animation,7.3,22.0,1.527842,2011
The Big Bang,Action,5.5,40.0,2.608546,2011
Mirror Mirror,Adventure,5.5,1148.0,14.170183,2012
Battleship,Thriller,5.5,2141.0,13.106966,2012
Our Day Will Come,Drama,6.8,41.0,5.208243,2010
Louis Theroux: America's Most Hated Family in Crisis,Documentary,7.5,16.0,1.64978,2011
Goodbye First Love,Drama,6.4,34.0,3.00927,2011
Rush: Beyond the Lighted Stage,Documentary,8.2,21.0,0.835435,2010
Crime After Crime,Documentary,5.3,3.0,0.235518,2011
18 Years Later,Comedy,7.1,12.0,0.500427,2010
Sharpay's Fabulous Adventure,Family,5.3,110.0,14.129281,2011
Comic-Con Episode IV: A Fan's Hope,Documentary,6.6,15.0,2.728108,2011
Bully,Drama,7.2,63.0,2.599768,2011
The Hammer,Drama,6.0,11.0,1.282498,2010
Hysteria,Comedy,6.6,262.0,14.331454,2011
Dante's Inferno: An Animated Epic,Action,6.0,62.0,13.157995,2010
The Bleeding House,Horror,5.2,18.0,1.732076,2011
The Five-Year Engagement,Comedy,5.7,466.0,12.84554,2012
Spud,Comedy,7.3,15.0,1.539813,2010
The Catechism Cataclysm,Comedy,3.9,7.0,0.315696,2011
The Devil's Rock,Fantasy,5.7,32.0,4.422049,2011
Think Like a Man,Comedy,6.9,287.0,5.264551,2012
The Lucky One,Drama,6.8,981.0,7.740762,2012
Chosin,History,7.0,1.0,0.041185,2010
If a Tree Falls: A Story of the Earth Liberation Front,Documentary,6.3,11.0,0.977799,2011
The Greening of Whitney Brown,Adventure,6.0,11.0,0.710603,2011
Safe,Action,6.3,808.0,8.234382,2012
The Fairy,Comedy,6.1,17.0,1.2922,2011
The Swell Season,Documentary,6.4,9.0,0.62378,2011
Jumping the Broom,Comedy,6.0,57.0,2.664211,2011
Red Dog,Drama,7.1,83.0,4.881643,2011
Any Questions for Ben?,Comedy,6.2,9.0,1.031792,2012
Dark Shadows,Comedy,5.7,2383.0,10.665859,2012
96 Minutes,Drama,5.6,28.0,3.432947,2011
Columbus Circle,Crime,5.9,79.0,4.456647,2012
The Decoy Bride,Drama,6.1,68.0,11.033977,2011
Angels Crest,Drama,5.9,20.0,6.123723,2011
Viva Riva!,Action,5.4,5.0,0.214552,2010
Edwin Boyd: Citizen Gangster,Crime,5.5,16.0,7.355123,2011
Beyond the Black Rainbow,Fantasy,5.7,78.0,4.441525,2010
Creature,Horror,4.0,16.0,3.619641,2011
Across the Line: The Exodus of Charlie Wright,Drama,6.1,13.0,2.761004,2010
Three Steps Above Heaven,Romance,7.4,513.0,6.28597,2010
The Dictator,Comedy,5.9,1789.0,7.446085,2012
Thrive,Documentary,6.5,13.0,1.179601,2011
Keyhole,Drama,5.8,12.0,3.388565,2011
The Island President,Documentary,4.8,3.0,0.395813,2012
Men in Black 3,Action,6.3,4228.0,10.684385,2012
Snow White and the Huntsman,Adventure,5.8,3183.0,18.751554,2012
Sound of My Voice,Science Fiction,6.3,109.0,5.209056,2011
EVA,Science Fiction,6.4,108.0,4.788492,2011
Chernobyl Diaries,Horror,4.9,492.0,6.76513,2012
Chicken with Plums,Comedy,6.8,44.0,3.78207,2011
The Pirates! In an Adventure with Scientists!,Animation,6.4,379.0,10.271517,2012
A Better Life,Drama,6.0,42.0,1.678135,2012
Hemingway & Gellhorn,TV Movie,6.1,40.0,8.19882,2012
Hick,Comedy,5.6,156.0,6.21609,2011
The Pact,Horror,5.5,194.0,10.403371,2012
Letters to God,Action,6.5,37.0,4.008071,2010
Bernie,Comedy,6.5,325.0,5.875181,2012
Inhale,Drama,6.3,39.0,4.163207,2010
Take This Waltz,Drama,6.3,127.0,5.735158,2011
Wanderlust,Comedy,5.3,402.0,9.295078,2012
Moonrise Kingdom,Comedy,7.6,1701.0,8.692433,2012
There Be Dragons,Drama,5.8,28.0,9.531143,2011
Texas Killing Fields,Drama,5.7,133.0,6.093938,2011
Kahaani,Thriller,7.3,61.0,3.174936,2012
Superman vs. The Elite,Animation,6.6,103.0,6.247758,2012
Get the Gringo,Action,6.4,544.0,6.195103,2012
5 Days of War,War,5.8,63.0,3.174512,2011
Bio Slime,Horror,3.0,3.0,1.574947,2010
Exporting Raymond,Comedy,5.9,7.0,0.28542,2011
A Few Best Men,Comedy,5.9,137.0,6.116093,2011
Late Bloomers,Drama,5.6,7.0,1.241076,2011
Cosmopolis,Drama,5.1,337.0,6.087109,2012
House of the Rising Sun,Action,4.2,19.0,2.726267,2011
